CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.494139699963853,None,space,1.1274225001689047,8.494139699963853,None,,,2,001,2019_Nov_13_1728,TrustGame,3.2.4,59.90208404702956,
,,,,,,,,,,,,,,,,,,,9.684101399965584,None,,,,,,,
