CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,word,CueType,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,begin.keys,begin.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,space,2.607073900057003,2,001,2019_Nov_13_1635,TrustGame,3.2.4,60.104497705728775,
