textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,Feedback.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.034494899911806,None,space,1.112451900029555,7.034494899911806,None,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_14_1053,TrustGame,3.2.4,60.044949642063244,
Please indicate how many dollars you will give Player 1:   ,REGULATE,Please indicate how many dollars you will give Player 2:   ,1patterns.png,3pattern.png,0,0,0,4,0,0,0,0,,,,,,,8.204392600106075,None,13.272422600071877,None,13.272422600071877,None,13.272422600071877,None,return,3.4984661999624223,13.272422600071877,None,13.272422600071877,None,4,13.272422600071877,None,16.843537000007927,None,2,001,2019_Nov_14_1053,TrustGame,3.2.4,60.044949642063244,
