Rows,CueType1,CueType2,nReps1,nReps2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,randomPresent.thisRepN,randomPresent.thisTrialN,randomPresent.thisN,randomPresent.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,Feedback.started,Feedback.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,text_2.started,text_2.stopped,enter2.keys,enter2.rt,enter2.started,enter2.stopped,dollar2.started,dollar2.stopped,Feedback2.started,Feedback2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,10.617297200020403,None,space,5.697160399984568,10.617297200020403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_18_0857,TrustGame,3.2.4,59.93788043800888,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,0,0,0,0,0,,,,,,,,,,,24.345706699881703,None,18.360525799915195,None,26.474784600082785,None,26.474784600082785,None,26.474784600082785,None,return,8.511674999957904,26.474784600082785,None,26.474784600082785,None,1,26.474784600082785,None,35.03368799993768,None,,,,,,,,,,,,,,,,,1,001,2019_Nov_18_0857,TrustGame,3.2.4,59.93788043800888,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,0,,,,,0,0,0,0,,,,,,,40.00769570004195,None,,,,,,,,,,,,,,,2,,,,,42.065741299884394,None,42.065741299884394,None,42.065741299884394,None,42.065741299884394,None,return,2.744658399838954,42.065741299884394,None,42.065741299884394,None,44.85198220005259,None,1,001,2019_Nov_18_0857,TrustGame,3.2.4,59.93788043800888,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_18_0857,TrustGame,3.2.4,59.93788043800888,
041:050,REGULATE,REACT,0,0,0,0,0,4,0,1,1,1,,,,,,,,,,,,,,,49.84926069993526,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_18_0857,TrustGame,3.2.4,59.93788043800888,
041:050,REGULATE,REACT,0,0,0,0,0,4,0,2,2,2,,,,,,,,,,,,,,,51.83481479994953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_18_0857,TrustGame,3.2.4,59.93788043800888,
