CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.285803499864414,None,space,1.1319854999892414,7.285803499864414,None,,,1,001,2019_Nov_13_1647,TrustGame,3.2.4,60.0851406911067,
,,,,,,,,,,,,,,,,,,,8.478176599834114,None,,,,,,,
