Rows,CueType1,CueType2,nReps1,Player1Var,Player2Var,nReps2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,randomlyPresent.thisRepN,randomlyPresent.thisTrialN,randomlyPresent.thisN,randomlyPresent.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,text_2.started,text_2.stopped,enter2.keys,enter2.rt,enter2.started,enter2.stopped,typedWord,dollar2.started,dollar2.stopped,Feedback2.started,Feedback2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,8.081046600127593,None,space,1.5478441999293864,8.081046600127593,None,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_18_0935,TrustGame,3.2.4,60.01993859375511,
000:010,REGULATE,REACT,0,Player 1,Player 2,1,0,0,0,0,0,0,0,9,,,,,0,0,0,0,,,,,,,19.663513800129294,None,11.674664700170979,None,21.749372200109065,None,21.749372200109065,None,21.749372200109065,None,21.749372200109065,None,return,5.606918400153518,21.749372200109065,None,4,21.749372200109065,None,27.410069100093096,None,2,001,2019_Nov_18_0935,TrustGame,3.2.4,60.01993859375511,
000:010,REGULATE,REACT,0,Player 1,Player 2,1,0,0,0,0,0,0,0,9,,,,,0,1,1,1,,,,,,,,,,,32.41042450000532,None,32.41042450000532,None,32.41042450000532,None,32.41042450000532,None,return,2.9296786999329925,32.41042450000532,None,5,32.41042450000532,None,35.39291590009816,None,2,001,2019_Nov_18_0935,TrustGame,3.2.4,60.01993859375511,
000:010,REGULATE,REACT,1,Player 1,Player 2,0,0,0,0,0,0,0,0,9,,,,,0,2,2,2,,,,,,,,,,,40.39953520009294,None,40.39953520009294,None,40.39953520009294,None,40.39953520009294,None,return,1.773104699794203,40.39953520009294,None,5,40.39953520009294,None,42.214875400066376,None,2,001,2019_Nov_18_0935,TrustGame,3.2.4,60.01993859375511,
000:010,REGULATE,REACT,1,Player 1,Player 2,0,0,0,0,0,0,0,0,9,,,,,0,3,3,3,,,,,,,,,,,47.220753100002185,None,47.220753100002185,None,47.220753100002185,None,47.220753100002185,None,return,2.3116766000166535,47.220753100002185,None,5,47.220753100002185,None,49.568739800015464,None,2,001,2019_Nov_18_0935,TrustGame,3.2.4,60.01993859375511,
000:010,REGULATE,REACT,0,Player 1,Player 2,1,0,0,0,0,0,0,0,9,,,,,0,4,4,4,,,,,,,,,,,54.57891639997251,None,54.57891639997251,None,54.57891639997251,None,54.57891639997251,None,return,3.929267100058496,54.57891639997251,None,5,54.57891639997251,None,58.56056070001796,None,2,001,2019_Nov_18_0935,TrustGame,3.2.4,60.01993859375511,
