CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,enter.keys,enter.rt,enter.started,enter.stopped,response.started,response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.374965799972415,None,space,1.5061027000192553,7.374965799972415,None,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_13_1712,TrustGame,3.2.4,60.00578454579195,
,,,,,,,,,,,,,,,,,,,8.933484599925578,None,13.97774129989557,None,13.97774129989557,None,13.97774129989557,None,"['2', '1', '2', '3', '4', '5']","[1.959274500142783, 4.791297300020233, 4.935343499993905, 5.159322400111705, 5.975243699969724, 6.231622799998149]",13.97774129989557,None,return,7.094356099842116,13.97774129989557,None,13.97774129989557,None,,,,,,,
