CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.300198499811813,None,space,1.2033762000501156,6.300198499811813,None,,,1,001,2019_Nov_13_1714,TrustGame,3.2.4,59.87453892559707,
,,,,,,,,,,,,,,,,,,,7.558258699951693,None,,,,,,,
