CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.596618900075555,None,space,0.9391796002164483,6.596618900075555,None,,,2,001,2019_Nov_13_1653,TrustGame,3.2.4,59.98084212676631,
,,,,,,,,,,,,,,,,,,,7.592013499932364,None,,,,,,,
