CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,9.639399499865249,None,space,1.9485786000732332,9.639399499865249,None,,,,,,,,,,,,,,,,,,2,001,2019_Nov_14_1043,TrustGame,3.2.4,59.95520149526926,
,,,,,,,,,,,,,,,,,,,11.645941199967638,None,16.705180299934,None,16.705180299934,None,16.705180299934,None,return,11.586867599980906,16.705180299934,None,16.705180299934,None,4,16.705180299934,None,,,,,,,
