CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,word,CueType,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,begin.keys,begin.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,space,2.3620384000241756,2,001,2019_Nov_13_1625,TrustGame,3.2.4,60.116710616865774,
