CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,10.697496399981901,None,space,1.0549454998690635,10.697496399981901,None,,,,,2,001,2019_Nov_14_1217,TrustGame,3.2.4,59.76289670102375,
,,,,,,,,,,,,,18.781979700084776,None,13.79892860003747,None,,,,,,,
