CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,response.started,response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.865667700069025,None,space,0.9055131999775767,8.865667700069025,None,,,,,,,,,,,,,,,1,001,2019_Nov_13_1722,TrustGame,3.2.4,59.95315257091734,
,,,,,,,,,,,,,,,,,,,9.83423939999193,None,14.882513900054619,None,14.882513900054619,None,14.882513900054619,None,return,12.776714199921116,14.882513900054619,None,14.882513900054619,None,,,,,,,
