CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,word,CueType,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,begin.keys,begin.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,space,10.039902999997139,4,001,2019_Nov_13_1626,TrustGame,3.2.4,60.16322287585474,
