CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,begin.keys,begin.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,space,0.767762899864465,2,001,2019_Nov_13_1639,TrustGame,3.2.4,59.94801305012999,
