textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,response.started,response.stopped,Feedback.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.731459600152448,None,space,0.9317877998109907,7.731459600152448,None,,,,,,,,,,,,,,,,,1,001,2019_Nov_13_1723,TrustGame,3.2.4,60.02242440875879,
Please indicate how many dollars you will give Player 1:   ,REGULATE,Please indicate how many dollars you will give Player 2:   ,1patterns.png,3pattern.png,0,0,0,5,0,0,0,0,,,,,,,8.715688799973577,None,13.775185100035742,None,13.775185100035742,None,13.775185100035742,None,return,13.079957399982959,13.775185100035742,None,13.775185100035742,None,26.92793760006316,None,1,001,2019_Nov_13_1723,TrustGame,3.2.4,60.02242440875879,
