Rows,CueType1,CueType2,nReps1,nReps2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,randomPresent.thisRepN,randomPresent.thisTrialN,randomPresent.thisN,randomPresent.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,Feedback.started,Feedback.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,text2.started,text2.stopped,enter2.keys,enter2.rt,enter2.started,enter2.stopped,dollar2.started,dollar2.stopped,Feedback2.started,Feedback2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,13.76724399998784,None,space,1.3705016998574138,13.76724399998784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1315,TrustGame,3.2.4,59.90183282622059,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,8,0,0,0,0,,,,,,,,,,,22.169262300012633,None,17.18480890011415,None,24.294874100014567,None,24.294874100014567,None,24.294874100014567,None,return,18.090517499949783,24.294874100014567,None,24.294874100014567,None,5,24.294874100014567,None,42.437607400119305,None,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1315,TrustGame,3.2.4,59.90183282622059,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,8,,,,,0,0,0,0,,,,,,,46.923291500192136,None,,,,,,,,,,,,,,,4,,,,,48.9640014001634,None,48.9640014001634,None,48.9640014001634,None,48.9640014001634,None,return,3.9811870001722127,48.9640014001634,None,48.9640014001634,None,53.01336950017139,None,1,001,2019_Nov_14_1315,TrustGame,3.2.4,59.90183282622059,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1315,TrustGame,3.2.4,59.90183282622059,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,1,1,4,0,0,0,0,,,,,,,,,,,,,,,56.99146100017242,None,56.99146100017242,None,56.99146100017242,None,return,2.370145499939099,56.99146100017242,None,56.99146100017242,None,5,56.99146100017242,None,59.383307200158015,None,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1315,TrustGame,3.2.4,59.90183282622059,
,,,,,,,,,,,,,,,,,,,,,,,,,,,63.887311700033024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
