CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.688813599990681,None,space,1.35099279996939,7.688813599990681,None,,,,,,,,,,,,,1,001,2019_Nov_13_1746,TrustGame,3.2.4,59.91066123914255,
,,,,,,,,,,,,,,,,,,,9.088492299895734,None,14.177195099880919,None,14.177195099880919,None,14.177195099880919,None,return,10.014915599953383,14.177195099880919,None,,,,,,,
