Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.352620800025761,None,space,1.0474976999685168,11.352620800025761,None,2,001,2019_Nov_14_1253,TrustGame,3.2.4,59.984943734308864,
