CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,begin.keys,begin.rt,begin.started,begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,space,2.6368042998947203,6.524903499986976,None,1,001,2019_Nov_14_1449,TrustGame,3.2.4,59.95854466763969,
