CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,randomPresent.thisRepN,randomPresent.thisTrialN,randomPresent.thisN,randomPresent.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.151458699954674,None,space,2.455132900038734,11.151458699954674,None,,,,,1,001,2019_Nov_18_0853,TrustGame,3.2.4,59.87231623226352,
,,,,,,,,,,,,,,,,,21.63721129996702,None,15.656449500005692,None,,,,,,,
