Rows,CueType1,CueType2,nReps1,nReps2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,randomPresent.thisRepN,randomPresent.thisTrialN,randomPresent.thisN,randomPresent.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,Feedback.started,Feedback.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,7.2123223000671715,None,space,1.480460099875927,7.2123223000671715,None,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_14_1307,TrustGame,3.2.4,59.951786727042915,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,0,0,3,0,0,0,0,,,,,,,,,,,15.718303800094873,None,10.740055700065568,None,17.836166500113904,None,17.836166500113904,None,17.836166500113904,None,return,5.68804550007917,17.836166500113904,None,17.836166500113904,None,2,17.836166500113904,None,23.570439799921587,None,2,001,2019_Nov_14_1307,TrustGame,3.2.4,59.951786727042915,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28.062129999976605,None,,,,,,,,,,,,,,,,,,,,,,,,,,
