CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,7.646682400023565,None,space,3.9780739000998437,7.646682400023565,None,,,1,001,2019_Dec_12_0911,TrustGame,3.2.4,59.97127377849788,
,,,,,,,,,,,,,11.673212399939075,None,,,,,,,
