CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,9.398695199983194,None,space,0.9466604001354426,9.398695199983194,None,,,,,2,001,2019_Nov_14_1246,TrustGame,3.2.4,59.779544971702855,
,,,,,,,,,,,,,17.37668400001712,None,12.397213599877432,None,,,,,,,
