CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,enter.keys,enter.rt,enter.started,enter.stopped,response.started,response.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.173794699832797,None,space,2.3788558000233024,8.173794699832797,None,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_13_1719,TrustGame,3.2.4,60.100271328554044,
,,,,,,,,,,,,,,,,,,,10.613380699884146,None,15.657385499915108,None,15.657385499915108,None,15.657385499915108,None,"['3', '4', '5', '2', '3', '2', '3', '2', '3', '2', '5', '2', '5']","[6.111320100026205, 6.319167099893093, 6.495172899914905, 6.687174099963158, 6.895125099923462, 7.103119699982926, 7.215358299901709, 7.31189369992353, 7.455396399833262, 7.535074800020084, 7.647155199898407, 7.759075099835172, 7.967128599993885]",15.657385499915108,None,return,10.893613299820572,15.657385499915108,None,15.657385499915108,None,,,,,,,
