textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,key_resp.keys,key_resp.started,key_resp.stopped,enter.keys,enter.rt,enter.started,enter.stopped,Feedback.started,Feedback.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,8.796191199915484,None,space,1.3308774000033736,8.796191199915484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_13_1705,TrustGame,3.2.4,60.10684593121143,
Please indicate how many dollars you will give Player 1:   ,REGULATE,Please indicate how many dollars you will give Player 2:   ,None,None,0,0,0,1,0,0,0,0,,,,,,,,,,,10.194306199904531,None,15.240830600028858,None,15.240830600028858,None,15.240830600028858,None,None,15.240830600028858,None,return,1.8284195000305772,15.240830600028858,None,17.14159579994157,None,,,,,,,,,,,,,,2,001,2019_Nov_13_1705,TrustGame,3.2.4,60.10684593121143,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.173473600065336,None,21.173473600065336,None,21.173473600065336,None,None,21.173473600065336,None,return,5.208457099972293,21.173473600065336,None,,,,,,,
