CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.000522600021213,None,space,3.2178899999707937,10.000522600021213,None,2,001,2019_Nov_13_1645,TrustGame,3.2.4,59.894549675661985,
