CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,12.120144099928439,None,space,1.668113199993968,12.120144099928439,None,,,,,2,001,2019_Nov_18_0905,TrustGame,3.2.4,60.0071528511992,
,,,,,,,,,,,,,21.819612399907783,None,15.83492309995927,None,,,,,,,
