CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,selectBlock,CueType,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.134967299876735,None,space,1.498357699951157,8.134967299876735,None,,,,,2,001,2019_Nov_14_1139,TrustGame,3.2.4,59.91934855656964,
,,,,,,,,,,,,16.657990999985486,None,11.670228800037876,None,,,,,,,
