CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,begin.keys,begin.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,space,1.0691919999662787,,001,2019_Nov_13_1641,TrustGame,3.2.4,60.069620619023645,
