sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,10.559703900013119,None,space,7.180346200242639,10.559703900013119,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.756696399766952,None,return,0.7351576997898519,17.756696399766952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
4.5,6.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,25.544887600000948,None,20.52567909983918,None,27.582122199703008,None,2,1.6941432999446988,27.582122199703008,None,27.582122199703008,None,27.582122199703008,None,27.582122199703008,None,27.582122199703008,None,27.582122199703008,29.082913199905306,27.582122199703008,None,27.582122199703008,None,,,,,,,,,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
2.0,4.25,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,31.584617299959064,None,,,33.60417659999803,None,None,,33.60417659999803,None,33.60417659999803,None,33.60417659999803,None,33.60417659999803,None,33.60417659999803,None,33.60417659999803,35.104224199894816,33.60417659999803,None,33.60417659999803,None,,,,,,,,,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
3.75,7.5,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,37.606274699792266,None,,,39.634918899741024,None,None,,39.634918899741024,None,39.634918899741024,None,39.634918899741024,None,39.634918899741024,None,39.634918899741024,None,39.634918899741024,41.14267840003595,39.634918899741024,None,39.634918899741024,None,,,,,,,,,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.647631799802184,None,space,1.2762849000282586,43.647631799802184,None,,,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
2,6,35,000:0010,EMPHASIZE,35%  LOSE,100%  LOSE,0,+,LOSE,~2,EQUAL,,,,,0,0,0,0,0,0,0,7,,,,,,,,,,,,,51.95135079976171,None,,,53.96523129986599,None,None,,53.96523129986599,None,53.96523129986599,None,53.96523129986599,None,53.96523129986599,None,53.96523129986599,None,53.96523129986599,55.470836699940264,53.96523129986599,None,53.96523129986599,None,,,,,,,46.94738380005583,None,1,001,2019_Dec_16_0904,SlotMachTest,3.2.4,60.06161123643473,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.956152899656445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
