Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.41623180010356,None,space,1.3460136000066996,14.41623180010356,None,,,,,,,66,001,2019_Nov_12_1047,SlotMachTest,3.2.4,59.98318069978884,
,,,,,,15.78354230010882,None,return,0.7460869000060484,15.78354230010882,None,66,001,2019_Nov_12_1047,SlotMachTest,3.2.4,59.98318069978884,
