Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.501390499994159,None,space,6.991313500038814,12.501390499994159,None,,,,,,,,,,,1,001,2019_Oct_14_1046,SlotMachTest,3.2.4,60.08301067613284,
,,,,,,19.518643199990038,None,return,1.6699556999956258,19.518643199990038,None,,,,,1,001,2019_Oct_14_1046,SlotMachTest,3.2.4,60.08301067613284,
,,,,,,,,,,,,21.203592800011393,None,23.20554739999352,None,,,,,,,
