Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
13.124645599978976,None,space,1.0698199999751523,13.124645599978976,None,,,,,,,2,001,2019_Nov_12_1046,SlotMachTest,3.2.4,60.17951546037431,
,,,,,,14.225372100016102,None,return,0.7372162999818102,14.225372100016102,None,2,001,2019_Nov_12_1046,SlotMachTest,3.2.4,60.17951546037431,
