Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
21.340884499717504,None,space,1.311667200177908,21.340884499717504,None,1,001,2019_Dec_18_1059,SlotMachTest,3.2.4,60.08615157856798,
