sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,WinLoss,Evgamble,riskyAdDis,reset.thisRepN,reset.thisTrialN,reset.thisN,reset.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30834709998453,None,space,1.3986627000267617,11.30834709998453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.731771799968556,None,return,0.48704560002079234,12.731771799968556,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
$4.50 ,$6.75 ,50.0,000:0010,LOOK,50%  WIN,100%  WIN,1.0,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,17.265792299993336,None,15.249506499967538,None,19.305030499992426,None,2,1.593897799961269,19.305030499992426,None,19.305030499992426,None,19.305030499992426,None,19.305030499992426,None,19.305030499992426,None,19.305030499992426,20.8205971000134,19.305030499992426,None,19.305030499992426,None,,,,,,,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
$2.00 ,$4.25 ,65.0,00010:0020,REGULATE,65%  WIN,100%  WIN,1.0,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,23.309520300012082,None,,,25.346152600017376,None,1,1.5847174000227824,25.346152600017376,None,25.346152600017376,None,25.346152600017376,None,25.346152600017376,None,25.346152600017376,None,25.346152600017376,26.859122499998193,25.346152600017376,None,25.346152600017376,None,,,,,,,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
$3.75 ,$7.50 ,35.0,00020:0030,REGULATE,35%  LOSE,100%  LOSE,0.0,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,29.363130300014745,None,,,31.400061299966183,None,1,1.8507961999857798,31.400061299966183,None,31.400061299966183,None,31.400061299966183,None,31.400061299966183,None,31.400061299966183,None,31.400061299966183,32.91396229999373,31.400061299966183,None,31.400061299966183,None,,,,,,,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.402200100012124,None,space,1.720746299950406,35.402200100012124,None,,,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
$1.50 ,$3.85 ,50,000:0010,LOOK,50%  LOSE,100%  LOSE,0,LOSE,-1.925,dis,,,,,,,,,0,0,0,0,0,0,0,6,,,,,,,,,,,,,41.15522139996756,None,,,43.17824619996827,None,2,1.6727122999727726,43.17824619996827,None,43.17824619996827,None,43.17824619996827,None,43.17824619996827,None,43.17824619996827,None,43.17824619996827,44.69057719997363,43.17824619996827,None,43.17824619996827,None,,,,,,,39.15875750000123,None,1,001,2019_Oct_21_1529,SlotMachTest,3.2.4,59.98735468108056,
