sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,reset.thisRepN,reset.thisTrialN,reset.thisN,reset.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,10.950945000047795,None,space,2.309365599998273,10.950945000047795,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_07_1328,SlotMachTest,3.2.4,60.01849770210095,
,,,,,,,,,,,,,,,,,,,,,,13.275726000079885,None,return,4.5767258000560105,13.275726000079885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_07_1328,SlotMachTest,3.2.4,60.01849770210095,
$4.50 ,$6.75 ,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,21.89672800002154,None,19.881068899994716,None,23.935453700018115,None,2,2.301557300030254,23.935453700018115,None,23.935453700018115,None,23.935453700018115,None,23.935453700018115,None,23.935453700018115,None,23.935453700018115,25.43536620005034,23.935453700018115,None,23.935453700018115,None,,,1,001,2019_Nov_07_1328,SlotMachTest,3.2.4,60.01849770210095,
$2.00 ,$4.25 ,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,27.93864290008787,None,,,29.960333900060505,None,2,1.908158399979584,29.960333900060505,None,29.960333900060505,None,29.960333900060505,None,29.960333900060505,None,29.960333900060505,None,29.960333900060505,31.473788000061177,29.960333900060505,None,29.960333900060505,None,,,1,001,2019_Nov_07_1328,SlotMachTest,3.2.4,60.01849770210095,
$3.75 ,$7.50 ,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,33.975971700041555,None,,,36.006375700002536,None,None,,36.006375700002536,None,36.006375700002536,None,36.006375700002536,None,36.006375700002536,None,36.006375700002536,None,36.006375700002536,37.51232159999199,36.006375700002536,None,36.006375700002536,None,,,1,001,2019_Nov_07_1328,SlotMachTest,3.2.4,60.01849770210095,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_07_1328,SlotMachTest,3.2.4,60.01849770210095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.01432170008775,None,,,,,,,
