sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,reset.thisRepN,reset.thisTrialN,reset.thisN,reset.thisIndex,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,14.124817900010385,None,space,1.104698000010103,14.124817900010385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_07_1341,SlotMachTest,3.2.4,59.64505232663483,
,,,,,,,,,,,,,,,,,,,,,,15.254461199976504,None,return,0.6153843000065535,15.254461199976504,None,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_07_1341,SlotMachTest,3.2.4,59.64505232663483,
$4.50 ,$6.75 ,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,19.90622710005846,None,17.89011030003894,None,21.935675899963826,None,2,1.5179903999669477,21.935675899963826,None,21.935675899963826,None,21.935675899963826,None,21.935675899963826,None,21.935675899963826,None,21.935675899963826,23.4447679000441,21.935675899963826,None,21.935675899963826,None,1,001,2019_Nov_07_1341,SlotMachTest,3.2.4,59.64505232663483,
$2.00 ,$4.25 ,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,25.948157500009984,None,,,27.972859999979846,None,2,0.9044784000143409,27.972859999979846,None,27.972859999979846,None,27.972859999979846,None,27.972859999979846,None,27.972859999979846,None,27.972859999979846,29.486141999950632,27.972859999979846,None,27.972859999979846,None,1,001,2019_Nov_07_1341,SlotMachTest,3.2.4,59.64505232663483,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.985854899976403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
