Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.37636040011421,None,space,0.8595484998077154,16.37636040011421,None,1,001,2019_Dec_18_1051,SlotMachTest,3.2.4,59.91855868873457,
