sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text_4.started,text_4.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5,10,50,0030:0040,EMPHASIZE,50%  LOSE,100%  LOSE,0,None,LOSE,5,EQUAL,,,,,0,3,3,3,0,1,1,3,,,,,,,,,,,,,,,,,,,468.9799477998167,None,,,464.9945158998016,None,1,2.3850056999363005,464.9945158998016,None,464.9945158998016,None,464.9945158998016,None,464.9945158998016,None,464.9945158998016,None,464.9945158998016,466.495138600003,464.9945158998016,None,464.9945158998016,None,470.9840383999981,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,7,35,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1,None,WIN,2.45,AD,,,,,0,3,3,3,0,2,2,7,,,,,,,,,,,,,,,,,,,480.97336840000935,None,,,477.00402529980056,None,1,2.4874348000157624,477.00402529980056,None,477.00402529980056,None,477.00402529980056,None,477.00402529980056,None,477.00402529980056,None,477.00402529980056,478.5046604999807,477.00402529980056,None,477.00402529980056,None,482.97805909998715,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,8,35,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1,None,WIN,4,equal,,,,,0,3,3,3,0,3,3,0,,,,,,,,,,,,,,,,,,,492.9835915998556,None,,,488.9966292998288,None,1,1.9030307000502944,488.9966292998288,None,488.9966292998288,None,488.9966292998288,None,488.9966292998288,None,488.9966292998288,None,488.9966292998288,490.49838829995133,488.9966292998288,None,488.9966292998288,None,494.9878876998555,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,4,50,0030:0040,EMPHASIZE,50%  WIN,100%  WIN,1,None,WIN,2,EQUAL,,,,,0,3,3,3,0,4,4,6,,,,,,,,,,,,,,,,,,,504.9770743998233,None,,,500.98931209999137,None,1,2.102472599828616,500.98931209999137,None,500.98931209999137,None,500.98931209999137,None,500.98931209999137,None,500.98931209999137,None,500.98931209999137,502.4913113999646,500.98931209999137,None,500.98931209999137,None,506.9813286999706,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
5,8,65,0030:0040,EMPHASIZE,65%  WIN,100%  WIN,1,None,WIN,~5,EQUAL,,,,,0,3,3,3,0,5,5,8,,,,,,,,,,,,,,,,,,,516.9871872998774,None,,,513.0006065999623,None,1,1.9789479000028223,513.0006065999623,None,513.0006065999623,None,513.0006065999623,None,513.0006065999623,None,513.0006065999623,None,513.0006065999623,514.5010813998524,513.0006065999623,None,513.0006065999623,None,518.973999099806,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,7,50,0030:0040,EMPHASIZE,50%  LOSE,100%  LOSE,0,None,LOSE,-3.5,ad,,,,,0,3,3,3,0,6,6,1,,,,,,,,,,,,,,,,,,,528.9796642998699,None,,,524.9930757000111,None,None,,524.9930757000111,None,524.9930757000111,None,524.9930757000111,None,524.9930757000111,None,524.9930757000111,None,524.9930757000111,526.4948247999419,524.9930757000111,None,524.9930757000111,None,530.9852567999624,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
5,6,50,0030:0040,EMPHASIZE,50%  WIN,100%  WIN,1,None,WIN,3,dis,,,,,0,3,3,3,0,7,7,2,,,,,,,,,,,,,,,,,,,540.973167499993,None,,,537.0005112998188,None,1,2.219508499838412,537.0005112998188,None,537.0005112998188,None,537.0005112998188,None,537.0005112998188,None,537.0005112998188,None,537.0005112998188,538.5043538999744,537.0005112998188,None,537.0005112998188,None,542.9775409998838,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,3,65,0030:0040,EMPHASIZE,65%  LOSE,100%  LOSE,0,None,LOSE,~2,EQUAL,,,,,0,3,3,3,0,8,8,9,,,,,,,,,,,,,,,,,,,552.9831282999367,None,,,548.9962169998325,None,None,,548.9962169998325,None,548.9962169998325,None,548.9962169998325,None,548.9962169998325,None,548.9962169998325,None,548.9962169998325,550.4982639998198,548.9962169998325,None,548.9962169998325,None,554.9891441999935,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
8,9,65,0030:0040,EMPHASIZE,65%  LOSE,100%  LOSE,0,None,LOSE,5.85,ad,,,,,0,3,3,3,0,9,9,4,,,,,,,,,,,,,,,,,,,564.9770693997853,None,,,560.9875991998706,None,1,2.264012699946761,560.9875991998706,None,560.9875991998706,None,560.9875991998706,None,560.9875991998706,None,560.9875991998706,None,560.9875991998706,562.4909462998621,560.9875991998706,None,560.9875991998706,None,566.9821067999583,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
None,None,None,0030:0040,EMPHASIZE,None,None,None,None,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
9,13,65,0040:0050,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0,None,LOSE,8.45,ad,,,,,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,581.9741233999375,None,,,578.0055936998688,None,1,3.4860668999608606,578.0055936998688,None,578.0055936998688,None,578.0055936998688,None,578.0055936998688,None,578.0055936998688,None,578.0055936998688,579.5053283998277,578.0055936998688,None,578.0055936998688,None,583.9779901998118,None,,,,,,,572.9855217998847,None,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
5,7,65,0040:0050,DE-EMPHASIZE,65%  WIN,100%  WIN,1,None,WIN,4.55,dis,,,,,0,4,4,4,0,1,1,7,,,,,,,,,,,,,,,,,,,593.9838542998768,None,,,589.9972772998735,None,2,2.118593899998814,589.9972772998735,None,589.9972772998735,None,589.9972772998735,None,589.9972772998735,None,589.9972772998735,None,589.9972772998735,591.4987417999655,589.9972772998735,None,589.9972772998735,None,595.9881682000123,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
3,6,50,0040:0050,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0,None,LOSE,3,equal,,,,,0,4,4,4,0,2,2,4,,,,,,,,,,,,,,,,,,,605.9773217998445,None,,,601.9894138998352,None,None,,601.9894138998352,None,601.9894138998352,None,601.9894138998352,None,601.9894138998352,None,601.9894138998352,None,601.9894138998352,603.4915438999888,601.9894138998352,None,601.9894138998352,None,607.9820968999993,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,10,35,0040:0050,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0,None,LOSE,3.5,DIS,,,,,0,4,4,4,0,3,3,5,,,,,,,,,,,,,,,,,,,617.9873357999604,None,,,613.9987086998299,None,None,,613.9987086998299,None,613.9987086998299,None,613.9987086998299,None,613.9987086998299,None,613.9987086998299,None,613.9987086998299,615.5016518000048,613.9987086998299,None,613.9987086998299,None,619.9759970998857,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,6,65,0040:0050,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0,None,LOSE,~4,EQUAL,,,,,0,4,4,4,0,4,4,9,,,,,,,,,,,,,,,,,,,629.980333799962,None,,,625.9899581999052,None,None,,625.9899581999052,None,625.9899581999052,None,625.9899581999052,None,625.9899581999052,None,625.9899581999052,None,625.9899581999052,627.4949332999531,625.9899581999052,None,625.9899581999052,None,631.9857995999046,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,5,35,0040:0050,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0,None,LOSE,-1.75,ad,,,,,0,4,4,4,0,5,5,6,,,,,,,,,,,,,,,,,,,641.9737346998882,None,,,638.0005632999819,None,1,1.8270651998464018,638.0005632999819,None,638.0005632999819,None,638.0005632999819,None,638.0005632999819,None,638.0005632999819,None,638.0005632999819,639.504911699798,638.0005632999819,None,638.0005632999819,None,643.9778129998595,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,9,50,0040:0050,DE-EMPHASIZE,50%  WIN,100%  WIN,1,None,WIN,4.5,ad,,,,,0,4,4,4,0,6,6,1,,,,,,,,,,,,,,,,,,,653.9838378999848,None,,,649.996808799915,None,2,1.8146709001157433,649.996808799915,None,649.996808799915,None,649.996808799915,None,649.996808799915,None,649.996808799915,None,649.996808799915,651.4986539999954,649.996808799915,None,649.996808799915,None,655.9886468998156,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
6,8,50,0040:0050,DE-EMPHASIZE,50%  WIN,100%  WIN,1,None,WIN,4,DIS,,,,,0,4,4,4,0,7,7,8,,,,,,,,,,,,,,,,,,,665.9770338998642,None,,,661.989212699933,None,1,3.070545200025663,661.989212699933,None,661.989212699933,None,661.989212699933,None,661.989212699933,None,661.989212699933,None,661.989212699933,663.491248899838,661.989212699933,None,661.989212699933,None,667.9815664999187,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
3,9,35,0040:0050,DE-EMPHASIZE,35%  WIN,100%  WIN,1,None,WIN,~3,EQUAL,,,,,0,4,4,4,0,8,8,2,,,,,,,,,,,,,,,,,,,677.9870743998326,None,,,674.0002932997886,None,None,,674.0002932997886,None,674.0002932997886,None,674.0002932997886,None,674.0002932997886,None,674.0002932997886,None,674.0002932997886,675.5013194999192,674.0002932997886,None,674.0002932997886,None,679.9757324999664,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,7,65,0040:0050,DE-EMPHASIZE,65%  WIN,100%  WIN,1,None,WIN,4.55,ad,,,,,0,4,4,4,0,9,9,3,,,,,,,,,,,,,,,,,,,689.9801147999242,None,,,685.9922573999502,None,1,2.427414600038901,685.9922573999502,None,685.9922573999502,None,685.9922573999502,None,685.9922573999502,None,685.9922573999502,None,685.9922573999502,687.4948535999283,685.9922573999502,None,685.9922573999502,None,691.9848331999965,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
None,None,None,0040:0050,DE-EMPHASIZE,None,None,None,None,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,4,65,0050:0060,EMPHASIZE,65%  WIN,100%  WIN,1,None,WIN,2.6,DIS,,,,,0,5,5,5,0,0,0,2,,,,,,,,,,,,,,,,,,,706.9779617998283,None,,,702.9913270999677,None,1,2.035997200058773,702.9913270999677,None,702.9913270999677,None,702.9913270999677,None,702.9913270999677,None,702.9913270999677,None,702.9913270999677,704.4922548998147,702.9913270999677,None,702.9913270999677,None,708.9819775999058,None,,,,,,,697.9869578999933,None,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
2,8,35,0050:0060,EMPHASIZE,35%  WIN,100%  WIN,1,None,WIN,2.8,AD,,,,,0,5,5,5,0,1,1,9,,,,,,,,,,,,,,,,,,,718.9878213999327,None,,,715.006018999964,None,1,2.6136284000240266,715.006018999964,None,715.006018999964,None,715.006018999964,None,715.006018999964,None,715.006018999964,None,715.006018999964,716.5190010999795,715.006018999964,None,715.006018999964,None,720.9779922999442,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,8,65,0050:0060,EMPHASIZE,65%  WIN,100%  WIN,1,None,WIN,5.2,ad,,,,,0,5,5,5,0,2,2,7,,,,,,,,,,,,,,,,,,,730.9807908998337,None,,,726.9950757999904,None,2,2.432879700092599,726.9950757999904,None,726.9950757999904,None,726.9950757999904,None,726.9950757999904,None,726.9950757999904,None,726.9950757999904,728.4955414999276,726.9950757999904,None,726.9950757999904,None,732.984915799927,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
6,12,50,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0,None,LOSE,6,equal,,,,,0,5,5,5,0,3,3,4,,,,,,,,,,,,,,,,,,,742.9742183999624,None,,,739.0043627999257,None,1,2.4871432001236826,739.0043627999257,None,739.0043627999257,None,739.0043627999257,None,739.0043627999257,None,739.0043627999257,None,739.0043627999257,740.5054907000158,739.0043627999257,None,739.0043627999257,None,744.9788664998487,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
5,10,50,0050:0060,EMPHASIZE,50%  WIN,100%  WIN,1,None,WIN,5,equal,,,,,0,5,5,5,0,4,4,0,,,,,,,,,,,,,,,,,,,754.9840875999071,None,,,750.9972683999222,None,1,2.2382249999791384,750.9972683999222,None,750.9972683999222,None,750.9972683999222,None,750.9972683999222,None,750.9972683999222,None,750.9972683999222,752.4990369000006,750.9972683999222,None,750.9972683999222,None,756.9883078997955,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
5,6,35,0050:0060,EMPHASIZE,35%  LOSE,100%  LOSE,0,None,LOSE,2.1,ad,,,,,0,5,5,5,0,5,5,3,,,,,,,,,,,,,,,,,,,766.9775230998639,None,,,762.9897955998313,None,1,3.685966399963945,762.9897955998313,None,762.9897955998313,None,762.9897955998313,None,762.9897955998313,None,762.9897955998313,None,762.9897955998313,764.4918650998734,762.9897955998313,None,762.9897955998313,None,768.9816742998082,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
3,6,65,0050:0060,EMPHASIZE,65%  LOSE,100%  LOSE,0,None,LOSE,3.9,dis,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,,,,,,,778.9877228999976,None,,,775.0045866,None,1,2.7428082001861185,775.0045866,None,775.0045866,None,775.0045866,None,775.0045866,None,775.0045866,None,775.0045866,776.5189655998256,775.0045866,None,775.0045866,None,780.9760176998097,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
3,11,35,0050:0060,EMPHASIZE,35%  LOSE,100%  LOSE,0,None,LOSE,~3,equal,,,,,0,5,5,5,0,7,7,8,,,,,,,,,,,,,,,,,,,790.9804543999489,None,,,786.9959833999164,None,None,,786.9959833999164,None,786.9959833999164,None,786.9959833999164,None,786.9959833999164,None,786.9959833999164,None,786.9959833999164,788.4953622999601,786.9959833999164,None,786.9959833999164,None,792.9863155998755,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
7,10,35,0050:0060,EMPHASIZE,35%  WIN,100%  WIN,1,None,WIN,3.5,dis,,,,,0,5,5,5,0,8,8,5,,,,,,,,,,,,,,,,,,,802.9743430998642,None,,,799.0022137998603,None,2,2.553517899941653,799.0022137998603,None,799.0022137998603,None,799.0022137998603,None,799.0022137998603,None,799.0022137998603,None,799.0022137998603,800.505297199823,799.0022137998603,None,799.0022137998603,None,804.9793966999277,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
4,7,50,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0,None,LOSE,-3.5,ad,,,,,0,5,5,5,0,9,9,1,,,,,,,,,,,,,,,,,,,814.9837857999373,None,,,810.9968317998573,None,1,2.286551000084728,810.9968317998573,None,810.9968317998573,None,810.9968317998573,None,810.9968317998573,None,810.9968317998573,None,810.9968317998573,812.4989890998695,810.9968317998573,None,810.9968317998573,None,816.9883667998947,None,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
None,None,None,0050:0060,EMPHASIZE,None,None,None,None,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2020_Feb_06_1011,SlotMachTest,3.2.4,59.96828880666318,
