sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.0,6.95,65.0,0040:0050,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,4.518,dis,,,,,0,4,4,4,0,3,3,7,,,,,,,,,,,,,317.95196320000105,None,,,319.9691182000097,None,2,1.5141469999216497,319.9691182000097,None,319.9691182000097,None,319.9691182000097,None,319.9691182000097,None,319.9691182000097,None,319.9691182000097,321.4716555001214,319.9691182000097,None,319.9691182000097,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.75,10.0,50.0,0040:0050,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,5.0,ad,,,,,0,4,4,4,0,4,4,8,,,,,,,,,,,,,323.9568235001061,None,,,325.95624820003286,None,2,1.8309198999777436,325.95624820003286,None,325.95624820003286,None,325.95624820003286,None,325.95624820003286,None,325.95624820003286,None,325.95624820003286,327.45995480008423,325.95624820003286,None,325.95624820003286,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
5.0,6.0,65.0,0040:0050,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,3.9,dis,,,,,0,4,4,4,0,5,5,6,,,,,,,,,,,,,329.94545700005256,None,,,331.9625510000624,None,2,1.4087112999986857,331.9625510000624,None,331.9625510000624,None,331.9625510000624,None,331.9625510000624,None,331.9625510000624,None,331.9625510000624,333.4644273999147,331.9625510000624,None,331.9625510000624,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.25,4.5,65.0,0040:0050,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,None,LOSE,-2.925,ad,,,,,0,4,4,4,0,6,6,5,,,,,,,,,,,,,335.9498833999969,None,,,337.9693688999396,None,2,2.1702399000059813,337.9693688999396,None,337.9693688999396,None,337.9693688999396,None,337.9693688999396,None,337.9693688999396,None,337.9693688999396,339.47000259999186,337.9693688999396,None,337.9693688999396,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.15,4.75,35.0,0040:0050,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,1.663,dis,,,,,0,4,4,4,0,7,7,0,,,,,,,,,,,,,341.9548857999034,None,,,343.9719066999387,None,2,1.8473523000720888,343.9719066999387,None,343.9719066999387,None,343.9719066999387,None,343.9719066999387,None,343.9719066999387,None,343.9719066999387,345.4747182999272,343.9719066999387,None,343.9719066999387,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,3.5,50.0,0040:0050,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-1.75,dis,,,,,0,4,4,4,0,8,8,3,,,,,,,,,,,,,347.9462318001315,None,,,349.9616511000786,None,1,1.8895413000136614,349.9616511000786,None,349.9616511000786,None,349.9616511000786,None,349.9616511000786,None,349.9616511000786,None,349.9616511000786,351.462881000014,349.9616511000786,None,349.9616511000786,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.25,5.5,50.0,0040:0050,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-2.75,ad,,,,,0,4,4,4,0,9,9,2,,,,,,,,,,,,,353.9484359000344,None,,,355.96641069999896,None,2,2.460826100083068,355.96641069999896,None,355.96641069999896,None,355.96641069999896,None,355.96641069999896,None,355.96641069999896,None,355.96641069999896,357.4679787000641,355.96641069999896,None,355.96641069999896,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
None,None,None,0040:0050,DE-EMPHASIZE,None,None,None,None,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.75,5.0,35.0,0050:0060,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-1.75,ad,,,,,0,5,5,5,0,0,0,4,,,,,,,,,,,,,363.95704720006324,None,,,365.9608408000786,None,1,1.6827552998438478,365.9608408000786,None,365.9608408000786,None,365.9608408000786,None,365.9608408000786,None,365.9608408000786,None,365.9608408000786,367.47641140013,365.9608408000786,None,365.9608408000786,None,,,,,,,361.95488009997644,None,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.75,7.5,65.0,0050:0060,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,4.875,ad,,,,,0,5,5,5,0,1,1,8,,,,,,,,,,,,,369.94471860001795,None,,,371.962335200049,None,2,1.4411802999675274,371.962335200049,None,371.962335200049,None,371.962335200049,None,371.962335200049,None,371.962335200049,None,371.962335200049,373.46440410008654,371.962335200049,None,371.962335200049,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
6.0,8.5,65.0,0050:0060,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,5.525,dis,,,,,0,5,5,5,0,2,2,0,,,,,,,,,,,,,375.9497694000602,None,,,377.9667475000024,None,2,1.4364040999207646,377.9667475000024,None,377.9667475000024,None,377.9667475000024,None,377.9667475000024,None,377.9667475000024,None,377.9667475000024,379.4694469999522,377.9667475000024,None,377.9667475000024,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,4.0,50.0,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-2.0,dis,,,,,0,5,5,5,0,3,3,5,,,,,,,,,,,,,381.95529119996354,None,,,383.97225770005025,None,1,1.9750810000114143,383.97225770005025,None,383.97225770005025,None,383.97225770005025,None,383.97225770005025,None,383.97225770005025,None,383.97225770005025,385.4745543000754,383.97225770005025,None,383.97225770005025,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.25,4.0,50.0,0050:0060,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,2.0,ad,,,,,0,5,5,5,0,4,4,9,,,,,,,,,,,,,387.94336859998293,None,,,389.9593865000643,None,2,1.411875099875033,389.9593865000643,None,389.9593865000643,None,389.9593865000643,None,389.9593865000643,None,389.9593865000643,None,389.9593865000643,391.4629335999489,389.9593865000643,None,389.9593865000643,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
3.5,4.75,35.0,0050:0060,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-1.663,ad,,,,,0,5,5,5,0,5,5,3,,,,,,,,,,,,,393.9490275999997,None,,,395.96770590008236,None,2,1.9794704001396894,395.96770590008236,None,395.96770590008236,None,395.96770590008236,None,395.96770590008236,None,395.96770590008236,None,395.96770590008236,397.46791990008205,395.96770590008236,None,395.96770590008236,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
2.25,4.5,50.0,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-2.25,equal,,,,,0,5,5,5,0,6,6,7,,,,,,,,,,,,,399.9533140999265,None,,,401.9714170000516,None,1,2.6005935000721365,401.9714170000516,None,401.9714170000516,None,401.9714170000516,None,401.9714170000516,None,401.9714170000516,None,401.9714170000516,403.47267009993084,401.9714170000516,None,401.9714170000516,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
1.5,3.75,50.0,0050:0060,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,1.875,ad,,,,,0,5,5,5,0,7,7,1,,,,,,,,,,,,,405.94153270008974,None,,,407.9584170000162,None,2,1.6688449000939727,407.9584170000162,None,407.9584170000162,None,407.9584170000162,None,407.9584170000162,None,407.9584170000162,None,407.9584170000162,409.46118679991923,407.9584170000162,None,407.9584170000162,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
6.25,9.5,35.0,0050:0060,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,3.325,dis,,,,,0,5,5,5,0,8,8,6,,,,,,,,,,,,,411.94683289993554,None,,,413.9638555999845,None,1,2.0634101999457926,413.9638555999845,None,413.9638555999845,None,413.9638555999845,None,413.9638555999845,None,413.9638555999845,None,413.9638555999845,415.46585389995016,413.9638555999845,None,413.9638555999845,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
4.5,7.0,50.0,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-3.5,ad,,,,,0,5,5,5,0,9,9,2,,,,,,,,,,,,,417.95163120003417,None,,,419.9681369001046,None,None,,419.9681369001046,None,419.9681369001046,None,419.9681369001046,None,419.9681369001046,None,419.9681369001046,None,419.9681369001046,421.4711935999803,419.9681369001046,None,419.9681369001046,None,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
None,None,None,0050:0060,EMPHASIZE,None,None,None,None,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1327,SlotMachTest,3.2.4,60.10330562063792,
