sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,15.729098999989219,None,space,1.519922100007534,15.729098999989219,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.27597160008736,None,return,1.5570587000111118,17.27597160008736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$4.50 ,$6.75 ,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,22.876834900001995,None,20.86187260004226,None,24.909852700075135,None,2,1.651361000025645,24.909852700075135,None,24.909852700075135,None,24.909852700075135,None,24.909852700075135,None,24.909852700075135,None,24.909852700075135,26.41684910003096,24.909852700075135,None,24.909852700075135,None,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$2.00 ,$4.25 ,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,28.91961750003975,None,,,30.94042800005991,None,2,1.95661510003265,30.94042800005991,None,30.94042800005991,None,30.94042800005991,None,30.94042800005991,None,30.94042800005991,None,30.94042800005991,32.45475999999326,30.94042800005991,None,30.94042800005991,None,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$3.75 ,$7.50 ,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,34.940460200072266,None,,,36.97033999999985,None,2,2.182617300073616,36.97033999999985,None,36.97033999999985,None,36.97033999999985,None,36.97033999999985,None,36.97033999999985,None,36.97033999999985,38.47694640001282,36.97033999999985,None,36.97033999999985,None,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.98250140005257,None,space,2.347334900056012,40.98250140005257,None,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$4.25 ,$7.00 ,50.0,000:0010,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,LOSE,-3.5,ad,,,,,0,0,0,0,0,0,0,9,,,,,,,,,,,,,47.36734860006254,None,,,49.368296200060286,None,2,1.2248183999909088,49.368296200060286,None,49.368296200060286,None,49.368296200060286,None,49.368296200060286,None,49.368296200060286,None,49.368296200060286,50.87071400007699,49.368296200060286,None,49.368296200060286,None,,,,,,,45.38116380001884,None,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$8.00 ,$12.50 ,65.0,000:0010,EMPHASIZE,65%  WIN,100%  WIN,1.0,WIN,8.125,ad,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,53.35584360000212,None,,,55.3778799000429,None,2,1.7594996999250725,55.3778799000429,None,55.3778799000429,None,55.3778799000429,None,55.3778799000429,None,55.3778799000429,None,55.3778799000429,56.892092199996114,55.3778799000429,None,55.3778799000429,None,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$4.25 ,$10.75 ,35.0,000:0010,EMPHASIZE,35%  WIN,100%  WIN,1.0,WIN,3.7625,dis,,,,,0,0,0,0,0,2,2,1,,,,,,,,,,,,,59.360658499994315,None,,,61.37862360000145,None,2,1.6788929000031203,61.37862360000145,None,61.37862360000145,None,61.37862360000145,None,61.37862360000145,None,61.37862360000145,None,61.37862360000145,62.8804827000713,61.37862360000145,None,61.37862360000145,None,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
$2.25 ,$6.75 ,35.0,000:0010,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,LOSE,-2.3625,dis,,,,,0,0,0,0,0,3,3,7,,,,,,,,,,,,,65.36563890008256,None,,,67.38418910000473,None,2,2.2808380000060424,67.38418910000473,None,67.38418910000473,None,67.38418910000473,None,67.38418910000473,None,67.38418910000473,None,67.38418910000473,68.88539579999633,67.38418910000473,None,67.38418910000473,None,,,,,,,,,3,001,2019_Nov_11_1602,SlotMachTest,3.2.4,60.064316884776936,
