sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,WinLoss,Evgamble,riskyAdDis,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,11.348753300029784,None,space,1.5393488999688998,11.348753300029784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1504,SlotMachTest,3.2.4,60.51107654145141,
,,,,,,,,,,,,,,,,,,,,,,,,,12.912339400034398,None,return,1.1759989999700338,12.912339400034398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1504,SlotMachTest,3.2.4,60.51107654145141,
$4.50 ,$6.75 ,50.0,000:0010,LOOK,50%  WIN,100%  WIN,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,18.132617700030096,None,16.114003400027286,None,20.17101410002215,None,2,2.156997899990529,20.17101410002215,None,20.17101410002215,None,20.17101410002215,None,20.17101410002215,None,20.17101410002215,None,20.17101410002215,21.68562559998827,20.17101410002215,None,20.17101410002215,None,,,,,,,,,1,001,2019_Oct_21_1504,SlotMachTest,3.2.4,60.51107654145141,
$2.00 ,$4.25 ,65.0,00010:0020,REGULATE,65%  WIN,100%  WIN,1.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,24.17199870001059,None,,,26.195729900035076,None,2,1.236400900001172,26.195729900035076,None,26.195729900035076,None,26.195729900035076,None,26.195729900035076,None,26.195729900035076,None,26.195729900035076,27.70741899998393,26.195729900035076,None,26.195729900035076,None,,,,,,,,,1,001,2019_Oct_21_1504,SlotMachTest,3.2.4,60.51107654145141,
$3.75 ,$7.50 ,35.0,00020:0030,REGULATE,35%  LOSE,100%  LOSE,0.0,0,2,2,2,,,,,,,,,,,,,,,,,,,,30.210295400000177,None,,,32.24278810003307,None,2,1.3339140000171028,32.24278810003307,None,32.24278810003307,None,32.24278810003307,None,32.24278810003307,None,32.24278810003307,None,32.24278810003307,33.74551630002679,32.24278810003307,None,32.24278810003307,None,,,,,,,,,1,001,2019_Oct_21_1504,SlotMachTest,3.2.4,60.51107654145141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.25316100002965,None,space,1.2759296000003815,36.25316100002965,None,,,1,001,2019_Oct_21_1504,SlotMachTest,3.2.4,60.51107654145141,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.56057030003285,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.58651200000895,None,,,,,,,
