sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WinLoss,Evgamble,riskyAdDis,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,11.079374600027222,None,space,6.814327000000048,11.079374600027222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1507,SlotMachTest,3.2.4,60.621197530028724,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.924531000026036,None,return,1.5851543999742717,17.924531000026036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1507,SlotMachTest,3.2.4,60.621197530028724,
$4.50 ,$6.75 ,50.0,000:0010,LOOK,50%  WIN,100%  WIN,1.0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,23.559062900021672,None,21.54051050002454,None,25.601790100045037,None,2,1.763756500033196,25.601790100045037,None,25.601790100045037,None,25.601790100045037,None,25.601790100045037,None,25.601790100045037,None,25.601790100045037,27.112016800034326,25.601790100045037,None,25.601790100045037,None,,,,,,,,,1,001,2019_Oct_21_1507,SlotMachTest,3.2.4,60.621197530028724,
$2.00 ,$4.25 ,65.0,00010:0020,REGULATE,65%  WIN,100%  WIN,1.0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,29.615960000024643,None,,,31.638938100019004,None,2,1.8707455999683589,31.638938100019004,None,31.638938100019004,None,31.638938100019004,None,31.638938100019004,None,31.638938100019004,None,31.638938100019004,33.150365000008605,31.638938100019004,None,31.638938100019004,None,,,,,,,,,1,001,2019_Oct_21_1507,SlotMachTest,3.2.4,60.621197530028724,
$3.75 ,$7.50 ,35.0,00020:0030,REGULATE,35%  LOSE,100%  LOSE,0.0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,35.65451230003964,None,,,37.68854150001425,None,1,2.2692802000092342,37.68854150001425,None,37.68854150001425,None,37.68854150001425,None,37.68854150001425,None,37.68854150001425,None,37.68854150001425,39.18838520004647,37.68854150001425,None,37.68854150001425,None,,,,,,,,,1,001,2019_Oct_21_1507,SlotMachTest,3.2.4,60.621197530028724,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69571810000343,None,space,1.7498408000101335,41.69571810000343,None,,,1,001,2019_Oct_21_1507,SlotMachTest,3.2.4,60.621197530028724,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.49986620002892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.484036900044885,None,,,,,,,
