sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,16.248727799858898,None,space,1.7469370998442173,16.248727799858898,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_16_1735,SlotMachTest,3.2.4,60.272661507474666,
,,,,,,,,,,,,,,,,,,,18.019118699710816,None,return,1.4004440996795893,18.019118699710816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_16_1735,SlotMachTest,3.2.4,60.272661507474666,
4.5,6.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,0,0,0,0,,,,,,,,,,,,,32.49827759992331,None,21.438713300041854,None,28.49275689991191,None,2,2.222671600058675,28.49275689991191,None,28.49275689991191,None,28.49275689991191,None,28.49275689991191,None,28.49275689991191,None,28.49275689991191,29.995844000019133,28.49275689991191,None,28.49275689991191,None,34.50973920011893,None,1,001,2019_Dec_16_1735,SlotMachTest,3.2.4,60.272661507474666,
2.0,4.25,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,0,1,1,1,,,,,,,,,,,,,44.55871400004253,None,,,40.54359479993582,None,1,1.979820300359279,40.54359479993582,None,40.54359479993582,None,40.54359479993582,None,40.54359479993582,None,40.54359479993582,None,40.54359479993582,42.05577320000157,40.54359479993582,None,40.54359479993582,None,46.56266079982743,None,1,001,2019_Dec_16_1735,SlotMachTest,3.2.4,60.272661507474666,
3.75,7.5,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,0,2,2,2,,,,,,,,,,,,,56.60099449986592,None,,,52.595823999959975,None,1,2.3440938997082412,52.595823999959975,None,52.595823999959975,None,52.595823999959975,None,52.595823999959975,None,52.595823999959975,None,52.595823999959975,54.09915790008381,52.595823999959975,None,52.595823999959975,None,58.60657780012116,None,1,001,2019_Dec_16_1735,SlotMachTest,3.2.4,60.272661507474666,
