sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,choice.rt,participant,session,date,expName,psychopyVersion,frameRate,
4.25,7.0,50.0,0030:0040,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,3.5,dis,,,,,0,3,3,3,0,5,5,2,,,,,,,,,,,,,281.6404198000673,None,,,283.6575525000226,None,None,283.6575525000226,None,283.6575525000226,None,283.6575525000226,None,283.6575525000226,None,283.6575525000226,None,283.6575525000226,285.16021510004066,283.6575525000226,None,283.6575525000226,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
2.5,7.25,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,2.275,ad,,,,,0,3,3,3,0,6,6,0,,,,,,,,,,,,,287.645400499925,None,,,289.66245019994676,None,None,289.66245019994676,None,289.66245019994676,None,289.66245019994676,None,289.66245019994676,None,289.66245019994676,None,289.66245019994676,291.16499949991703,289.66245019994676,None,289.66245019994676,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
2.95,6.75,35.0,0030:0040,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,2.363,dis,,,,,0,3,3,3,0,7,7,7,,,,,,,,,,,,,293.6503234000411,None,,,295.6672149000224,None,None,295.6672149000224,None,295.6672149000224,None,295.6672149000224,None,295.6672149000224,None,295.6672149000224,None,295.6672149000224,297.1701404999476,295.6672149000224,None,295.6672149000224,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
6.15,9.75,35.0,0030:0040,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-3.4130000000000003,ad,,,,,0,3,3,3,0,8,8,5,,,,,,,,,,,,,299.6554469000548,None,,,301.65714640007354,None,None,301.65714640007354,None,301.65714640007354,None,301.65714640007354,None,301.65714640007354,None,301.65714640007354,None,301.65714640007354,303.15847779996693,301.65714640007354,None,301.65714640007354,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
3.75,5.25,65.0,0030:0040,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,3.1430000000000002,dis,,,,,0,3,3,3,0,9,9,1,,,,,,,,,,,,,305.64360569999553,None,,,307.6600542999804,None,None,307.6600542999804,None,307.6600542999804,None,307.6600542999804,None,307.6600542999804,None,307.6600542999804,None,307.6600542999804,309.1634863000363,307.6600542999804,None,307.6600542999804,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
None,None,None,0030:0040,EMPHASIZE,None,None,None,None,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
6.75,8.25,35.0,0040:0050,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,2.888,dis,,,,,0,4,4,4,0,0,0,9,,,,,,,,,,,,,315.6518679999281,None,,,317.6690477000084,None,None,317.6690477000084,None,317.6690477000084,None,317.6690477000084,None,317.6690477000084,None,317.6690477000084,None,317.6690477000084,319.1716223000549,317.6690477000084,None,317.6690477000084,None,,,,,,,313.6511858999729,None,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
2.75,6.75,35.0,0040:0050,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-2.363,ad,,,,,0,4,4,4,0,1,1,4,,,,,,,,,,,,,321.64045020006597,None,,,323.6607083999552,None,None,323.6607083999552,None,323.6607083999552,None,323.6607083999552,None,323.6607083999552,None,323.6607083999552,None,323.6607083999552,325.1599997000303,323.6607083999552,None,323.6607083999552,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
1.5,3.5,50.0,0040:0050,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-1.75,dis,,,,,0,4,4,4,0,2,2,3,,,,,,,,,,,,,327.64523719996214,None,,,329.69535350007936,None,None,329.69535350007936,None,329.69535350007936,None,329.69535350007936,None,329.69535350007936,None,329.69535350007936,None,329.69535350007936,331.19811689993367,329.69535350007936,None,329.69535350007936,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
4.25,5.5,50.0,0040:0050,DE-EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-2.75,ad,,,,,0,4,4,4,0,3,3,2,,,,,,,,,,,,,333.65035349992104,None,,,335.67126760003157,None,None,335.67126760003157,None,335.67126760003157,None,335.67126760003157,None,335.67126760003157,None,335.67126760003157,None,335.67126760003157,337.1865377998911,335.67126760003157,None,335.67126760003157,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
3.25,4.5,65.0,0040:0050,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,None,LOSE,-2.925,ad,,,,,0,4,4,4,0,4,4,5,,,,,,,,,,,,,339.6555091000628,None,,,341.65554709988646,None,None,341.65554709988646,None,341.65554709988646,None,341.65554709988646,None,341.65554709988646,None,341.65554709988646,None,341.65554709988646,343.15832969988696,341.65554709988646,None,341.65554709988646,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
3.15,4.75,35.0,0040:0050,DE-EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,1.663,dis,,,,,0,4,4,4,0,5,5,0,,,,,,,,,,,,,345.6436135999393,None,,,347.6603594000917,None,None,347.6603594000917,None,347.6603594000917,None,347.6603594000917,None,347.6603594000917,None,347.6603594000917,None,347.6603594000917,349.16322849993594,347.6603594000917,None,347.6603594000917,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
3.95,6.0,65.0,0040:0050,DE-EMPHASIZE,65%  LOSE,100%  LOSE,0.0,None,LOSE,-3.9,ad,,,,,0,4,4,4,0,6,6,1,,,,,,,,,,,,,351.6486219998915,None,,,353.6679199000355,None,None,353.6679199000355,None,353.6679199000355,None,353.6679199000355,None,353.6679199000355,None,353.6679199000355,None,353.6679199000355,355.1682927000802,353.6679199000355,None,353.6679199000355,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
5.0,6.95,65.0,0040:0050,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,4.518,dis,,,,,0,4,4,4,0,7,7,7,,,,,,,,,,,,,357.6534245000221,None,,,359.66967179998755,None,None,359.66967179998755,None,359.66967179998755,None,359.66967179998755,None,359.66967179998755,None,359.66967179998755,None,359.66967179998755,361.1731706999708,359.66967179998755,None,359.66967179998755,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
4.75,10.0,50.0,0040:0050,DE-EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,5.0,ad,,,,,0,4,4,4,0,8,8,8,,,,,,,,,,,,,363.64218760002404,None,,,365.65733519988135,None,None,365.65733519988135,None,365.65733519988135,None,365.65733519988135,None,365.65733519988135,None,365.65733519988135,None,365.65733519988135,367.1614747000858,365.65733519988135,None,365.65733519988135,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
5.0,6.0,65.0,0040:0050,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,3.9,dis,,,,,0,4,4,4,0,9,9,6,,,,,,,,,,,,,369.6469761999324,None,,,371.66282700002193,None,None,371.66282700002193,None,371.66282700002193,None,371.66282700002193,None,371.66282700002193,None,371.66282700002193,None,371.66282700002193,373.1663722998928,371.66282700002193,None,371.66282700002193,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
None,None,None,0040:0050,DE-EMPHASIZE,None,None,None,None,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
4.5,7.0,50.0,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-3.5,ad,,,,,0,5,5,5,0,0,0,2,,,,,,,,,,,,,379.65536920004524,None,,,381.65512680006213,None,None,381.65512680006213,None,381.65512680006213,None,381.65512680006213,None,381.65512680006213,None,381.65512680006213,None,381.65512680006213,383.1582160999533,381.65512680006213,None,381.65512680006213,None,,,,,,,377.65341369993985,None,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
3.5,4.75,35.0,0050:0060,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-1.663,ad,,,,,0,5,5,5,0,1,1,3,,,,,,,,,,,,,385.643339100061,None,,,387.66147920000367,None,None,387.66147920000367,None,387.66147920000367,None,387.66147920000367,None,387.66147920000367,None,387.66147920000367,None,387.66147920000367,389.1629121999722,387.66147920000367,None,387.66147920000367,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
1.5,3.75,50.0,0050:0060,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,1.875,ad,,,,,0,5,5,5,0,2,2,1,,,,,,,,,,,,,391.6484068999998,None,,,393.6642662000377,None,None,393.6642662000377,None,393.6642662000377,None,393.6642662000377,None,393.6642662000377,None,393.6642662000377,None,393.6642662000377,395.1685581000056,393.6642662000377,None,393.6642662000377,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
6.0,8.5,65.0,0050:0060,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,5.525,dis,,,,,0,5,5,5,0,3,3,0,,,,,,,,,,,,,397.65335420006886,None,,,399.6691378999967,None,None,399.6691378999967,None,399.6691378999967,None,399.6691378999967,None,399.6691378999967,None,399.6691378999967,None,399.6691378999967,401.1729739999864,399.6691378999967,None,399.6691378999967,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
2.25,4.5,50.0,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-2.25,equal,,,,,0,5,5,5,0,4,4,7,,,,,,,,,,,,,403.6415744998958,None,,,405.6594346999191,None,None,405.6594346999191,None,405.6594346999191,None,405.6594346999191,None,405.6594346999191,None,405.6594346999191,None,405.6594346999191,407.1613139999099,405.6594346999191,None,405.6594346999191,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
2.75,5.0,35.0,0050:0060,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,None,LOSE,-1.75,ad,,,,,0,5,5,5,0,5,5,4,,,,,,,,,,,,,409.64675670000724,None,,,411.6663865998853,None,None,411.6663865998853,None,411.6663865998853,None,411.6663865998853,None,411.6663865998853,None,411.6663865998853,None,411.6663865998853,413.16600929992273,411.6663865998853,None,411.6663865998853,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
6.25,9.5,35.0,0050:0060,EMPHASIZE,35%  WIN,100%  WIN,1.0,None,WIN,3.325,dis,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,415.6514532000292,None,,,417.66831009997986,None,None,417.66831009997986,None,417.66831009997986,None,417.66831009997986,None,417.66831009997986,None,417.66831009997986,None,417.66831009997986,419.17130060005,417.66831009997986,None,417.66831009997986,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
1.25,4.0,50.0,0050:0060,EMPHASIZE,50%  WIN,100%  WIN,1.0,None,WIN,2.0,ad,,,,,0,5,5,5,0,7,7,9,,,,,,,,,,,,,421.65667359996587,None,,,423.65561580006033,None,None,423.65561580006033,None,423.65561580006033,None,423.65561580006033,None,423.65561580006033,None,423.65561580006033,None,423.65561580006033,425.1595910999458,423.65561580006033,None,423.65561580006033,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
4.75,7.5,65.0,0050:0060,EMPHASIZE,65%  WIN,100%  WIN,1.0,None,WIN,4.875,ad,,,,,0,5,5,5,0,8,8,8,,,,,,,,,,,,,427.64485040004365,None,,,429.6612038000021,None,None,429.6612038000021,None,429.6612038000021,None,429.6612038000021,None,429.6612038000021,None,429.6612038000021,None,429.6612038000021,431.16471279994585,429.6612038000021,None,429.6612038000021,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
1.5,4.0,50.0,0050:0060,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,None,LOSE,-2.0,dis,,,,,0,5,5,5,0,9,9,5,,,,,,,,,,,,,433.64994859998114,None,,,435.66703039989807,None,None,435.66703039989807,None,435.66703039989807,None,435.66703039989807,None,435.66703039989807,None,435.66703039989807,None,435.66703039989807,437.16929930006154,435.66703039989807,None,435.66703039989807,None,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
None,None,None,0050:0060,EMPHASIZE,None,None,None,None,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1348,SlotMachTest,3.2.4,60.18614372137362,
