PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,12.326108500012197,None,space,1.1214669999899343,12.326108500012197,None,,,,,,,,,,,2,001,2019_Nov_12_1052,SlotMachTest,3.2.4,60.032261359270606,
,,,,,,,,,,,,,,,,,,,13.471434099948965,None,return,0.8400939999846742,13.471434099948965,None,,,,,2,001,2019_Nov_12_1052,SlotMachTest,3.2.4,60.032261359270606,
,,,,,,,,,,,,,,,,,,,,,,,,,18.3593736999901,None,16.340100599918514,None,,,,,,,
