sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,WinLoss,Evgamble,riskyAdDis,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,10.099115899996832,None,space,1.1585332000395283,10.099115899996832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1117,SlotMachTest,3.2.4,60.11981881540344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.278494199970737,None,return,0.34768250002525747,11.278494199970737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_12_1117,SlotMachTest,3.2.4,60.11981881540344,
4.5,6.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,15.666139399982058,None,13.646370199974626,None,17.68739249999635,None,2,1.5062838000012562,17.68739249999635,None,17.68739249999635,None,17.68739249999635,None,17.68739249999635,None,17.68739249999635,None,17.68739249999635,19.200934799970128,17.68739249999635,None,17.68739249999635,None,,,,,,,,,2,001,2019_Nov_12_1117,SlotMachTest,3.2.4,60.11981881540344,
2.0,4.25,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,21.702799499966204,None,,,23.727739199995995,None,2,2.329860199941322,23.727739199995995,None,23.727739199995995,None,23.727739199995995,None,23.727739199995995,None,23.727739199995995,None,23.727739199995995,25.239265899988823,23.727739199995995,None,23.727739199995995,None,,,,,,,,,2,001,2019_Nov_12_1117,SlotMachTest,3.2.4,60.11981881540344,
3.75,7.5,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,27.742353299981914,None,,,29.77316119999159,None,None,,29.77316119999159,None,29.77316119999159,None,29.77316119999159,None,29.77316119999159,None,29.77316119999159,None,29.77316119999159,31.277300599962473,29.77316119999159,None,29.77316119999159,None,,,,,,,,,2,001,2019_Nov_12_1117,SlotMachTest,3.2.4,60.11981881540344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.77988919999916,None,space,2.917758700088598,33.77988919999916,None,,,2,001,2019_Nov_12_1117,SlotMachTest,3.2.4,60.11981881540344,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.735355200013146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.73628229997121,None,,,,,,,
