sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,plus,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,12.52422869997099,None,space,1.001789900008589,12.52422869997099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.556658299872652,None,return,0.4010065000038594,13.556658299872652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
4.5,6.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,17.995716699864715,None,15.975480299908668,None,20.019204299896955,None,1,0.5304310999345034,20.019204299896955,None,20.019204299896955,None,20.019204299896955,None,20.019204299896955,None,20.019204299896955,None,20.019204299896955,21.530485299881548,20.019204299896955,None,20.019204299896955,None,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
2.0,4.25,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,+,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,24.03244369989261,None,,,26.05309379985556,None,2,0.4325308999978006,26.05309379985556,None,26.05309379985556,None,26.05309379985556,None,26.05309379985556,None,26.05309379985556,None,26.05309379985556,27.56848999997601,26.05309379985556,None,26.05309379985556,None,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
3.75,7.5,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,+,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,30.05404379987158,None,,,32.08385719987564,None,1,1.5545056001283228,32.08385719987564,None,32.08385719987564,None,32.08385719987564,None,32.08385719987564,None,32.08385719987564,None,32.08385719987564,33.59009650000371,32.08385719987564,None,32.08385719987564,None,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0959920999594,None,space,1.5901105999946594,36.0959920999594,None,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
8.0,12.5,65.0,000:0010,EMPHASIZE,65%  WIN,100%  WIN,1.0,+,WIN,8.125,ad,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,41.730580099858344,None,,,43.73503899993375,None,2,2.302703900029883,43.73503899993375,None,43.73503899993375,None,43.73503899993375,None,43.73503899993375,None,43.73503899993375,None,43.73503899993375,45.24984149984084,43.73503899993375,None,43.73503899993375,None,,,,,,,39.730025799945,None,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
1.5,3.75,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,+,WIN,1.875,ad,,,,,0,0,0,0,0,1,1,6,,,,,,,,,,,,,47.71855579991825,None,,,49.73427699995227,None,2,2.431665899930522,49.73427699995227,None,49.73427699995227,None,49.73427699995227,None,49.73427699995227,None,49.73427699995227,None,49.73427699995227,51.238160899840295,49.73427699995227,None,49.73427699995227,None,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
4.25,7.0,50.0,000:0010,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,+,LOSE,-3.5,ad,,,,,0,0,0,0,0,2,2,9,,,,,,,,,,,,,53.72394709987566,None,,,55.74140129983425,None,2,3.288710799999535,55.74140129983425,None,55.74140129983425,None,55.74140129983425,None,55.74140129983425,None,55.74140129983425,None,55.74140129983425,57.24350279988721,55.74140129983425,None,55.74140129983425,None,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
4.25,5.5,50.0,000:0010,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,+,LOSE,-2.25,dis,,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,59.72878040000796,None,,,61.747324999887496,None,None,,61.747324999887496,None,61.747324999887496,None,61.747324999887496,None,61.747324999887496,None,61.747324999887496,None,61.747324999887496,63.248507800046355,61.747324999887496,None,61.747324999887496,None,,,,,,,,,6,001,2019_Nov_12_1336,SlotMachTest,3.2.4,59.959011986509225,
