sure,gamble,gambleProb,Rows,CueType,gambleWinLoss,sureWinLoss,WinLossCode,WinLoss,Evgamble,riskyAdDis,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,GambleAmt.started,GambleAmt.stopped,SureAmt.started,SureAmt.stopped,GambleProb.started,GambleProb.stopped,SureProb.started,SureProb.stopped,blank.started,blank.stopped,moneyBank.started,moneyBank.stopped,earningsText.started,earningsText.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,cue.started,cue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,12.211018899921328,None,space,1.3817860999843106,12.211018899921328,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.620191099937074,None,return,0.7725710000377148,13.620191099937074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$4.50 ,$6.75 ,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,18.437764999922365,None,16.422273900010623,None,20.47435069992207,None,2,2.062523900065571,20.47435069992207,None,20.47435069992207,None,20.47435069992207,None,20.47435069992207,None,20.47435069992207,None,20.47435069992207,21.97708739992231,20.47435069992207,None,20.47435069992207,None,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$2.00 ,$4.25 ,65.0,00010:0020,DE-EMPHASIZE,65%  WIN,100%  WIN,1.0,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,24.479587299982086,None,,,26.503338199923746,None,2,2.001486000022851,26.503338199923746,None,26.503338199923746,None,26.503338199923746,None,26.503338199923746,None,26.503338199923746,None,26.503338199923746,28.015431799925864,26.503338199923746,None,26.503338199923746,None,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$3.75 ,$7.50 ,35.0,00020:0030,DE-EMPHASIZE,35%  LOSE,100%  LOSE,0.0,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,30.517772699939087,None,,,32.551547099952586,None,2,1.5052189999260008,32.551547099952586,None,32.551547099952586,None,32.551547099952586,None,32.551547099952586,None,32.551547099952586,None,32.551547099952586,34.05367779999506,32.551547099952586,None,32.551547099952586,None,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.55947579990607,None,space,4.185195200028829,36.55947579990607,None,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$8.00 ,$12.50 ,65.0,000:0010,EMPHASIZE,65%  WIN,100%  WIN,1.0,WIN,8.125,ad,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,44.79596859996673,None,,,46.80311430001166,None,2,2.5497159000951797,46.80311430001166,None,46.80311430001166,None,46.80311430001166,None,46.80311430001166,None,46.80311430001166,None,46.80311430001166,48.315560299903154,46.80311430001166,None,46.80311430001166,None,,,,,,,42.799017300014384,None,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$2.25 ,$6.75 ,35.0,000:0010,EMPHASIZE,35%  LOSE,100%  LOSE,0.0,LOSE,-2.3625,dis,,,,,0,0,0,0,0,1,1,7,,,,,,,,,,,,,50.78421889990568,None,,,52.80479749990627,None,2,2.7239292000886053,52.80479749990627,None,52.80479749990627,None,52.80479749990627,None,52.80479749990627,None,52.80479749990627,None,52.80479749990627,54.30392259999644,52.80479749990627,None,52.80479749990627,None,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$4.25 ,$5.50 ,50.0,000:0010,EMPHASIZE,50%  LOSE,100%  LOSE,0.0,LOSE,-2.25,dis,,,,,0,0,0,0,0,2,2,5,,,,,,,,,,,,,56.78920779994223,None,,,58.808749999967404,None,1,1.855953700025566,58.808749999967404,None,58.808749999967404,None,58.808749999967404,None,58.808749999967404,None,58.808749999967404,None,58.808749999967404,60.30907339998521,58.808749999967404,None,58.808749999967404,None,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
$2.50 ,$6.75 ,50.0,000:0010,EMPHASIZE,50%  WIN,100%  WIN,1.0,WIN,3.375,ad,,,,,0,0,0,0,0,3,3,0,,,,,,,,,,,,,62.794206899940036,None,,,64.81322769995313,None,1,1.2114733000053093,64.81322769995313,None,64.81322769995313,None,64.81322769995313,None,64.81322769995313,None,64.81322769995313,None,64.81322769995313,66.31382649997249,64.81322769995313,None,64.81322769995313,None,,,,,,,,,43,001,2019_Nov_11_1502,SlotMachTest,3.2.4,59.9910253441098,
