Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.222269000019878,None,space,1.3156792996451259,8.222269000019878,None,1,001,2019_Dec_16_1508,Experiment1,3.2.4,59.91687118819773,
