Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.284117000177503,None,space,2.9826277997344732,6.284117000177503,None,1,001,2019_Dec_16_1509,Experiment1,3.2.4,60.05046632079814,
