alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,selectBlock,greenText,redText,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,firstTrialITI.started,firstTrialITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,6.023161399643868,None,space,0.4749043001793325,6.023161399643868,None,,,,,,,,,,001,2019_Dec_16_1510,Experiment1,3.2.4,60.07636910241005,
,,,,,,,,,,,,,,,,,6.516555099748075,None,space,1.1328996997326612,6.516555099748075,None,,,,001,2019_Dec_16_1510,Experiment1,3.2.4,60.07636910241005,
,,,,,,,,,,,,,,,,,,,,,,,7.6675294996239245,None,,,,,,,
