Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.555665799882263,None,space,1.61224320018664,7.555665799882263,None,1,001,2019_Dec_16_1510,Experiment1,3.2.4,60.16564817519267,
