Welcome.started,Welcome.stopped,response1.keys,response1.rt,response1.started,response1.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.067361900117248,None,space,1.3712051999755204,7.067361900117248,None,,,,,,,1,001,2019_Dec_16_1509,Experiment1,3.2.4,60.02188396385449,
,,,,,,8.460998400114477,None,space,0.9534609001129866,8.460998400114477,None,1,001,2019_Dec_16_1509,Experiment1,3.2.4,60.02188396385449,
