practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7.045663899742067,None,space,1.6070246999152005,7.045663899742067,None,,,,,,,1,001,2019_Dec_17_1443,FoodRegPavlovia,3.2.4,60.01878575747701,
,,,,,,,,,,,,,,,,,,8.715124600101262,11.714755299966782,11.714755299966782,None,13.769208199810237,None,,,,,,,
