practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture1,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,8.205199599964544,None,space,0.4867823999375105,8.205199599964544,None,,,,,,,2,001,2019_Dec_12_1104,FoodRegPavlovia,3.2.4,60.165249943081065,
,,,,,,,,,,,,,,,,,,,8.745828200131655,13.748758299974725,13.748758299974725,None,15.807769700186327,None,,,,,,,
