practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture1,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.9717955000232905,None,space,3.3042518999427557,6.9717955000232905,None,,,,,,,2,001,2019_Dec_12_1105,FoodRegPavlovia,3.2.4,60.22670530949944,
,,,,,,,,,,,,,,,,,,,10.32866460015066,15.330248700222,15.330248700222,None,17.38684150017798,None,,,,,,,
