practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture1,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.228568899910897,None,space,1.4709230000153184,7.228568899910897,None,,,,,,,,,,,,,,,1,001,2019_Dec_12_1110,FoodRegPavlovia,3.2.4,60.13655807176594,
,,,,,,,,,,,,,,,,,,,8.751563099911436,13.75212369998917,13.75212369998917,None,15.80172809981741,None,23.760509999934584,None,None,None,0.01457611983641982,None,23.760509999934584,None,,,,,,,
