CueType,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REGULATE,0035:0044,REACT,FoodPics\F4H\pizza.jpg,,,,,,,,,0,0,0,2,0,4,4,1,,,,,,,,,,,133.31526730000041,None,141.2384588001296,146.20943129993975,None,None,0.01577520021237433,None,141.2384588001296,None,146.2426170001272,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0035:0044,REACT,FoodPics\F4H\pretzel.jpg,,,,,,,,,0,0,0,2,0,5,5,2,,,,,,,,,,,148.2997502000071,None,156.23427879996598,161.2052199000027,None,None,0.015768300043419003,None,156.23427879996598,None,161.2385829000268,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0035:0044,REACT,FoodPics\F4H\oreos.jpg,,,,,,,,,0,0,0,2,0,6,6,0,,,,,,,,,,,163.29607330006547,None,171.24671859992668,176.2172574000433,None,None,0.015733000123873353,None,171.24671859992668,None,176.2340639999602,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0035:0044,REACT,FoodPics\F4H\pretzels.jpg,,,,,,,,,0,0,0,2,0,7,7,5,,,,,,,,,,,178.2937984999735,None,186.24251000001095,191.21335770003498,None,None,0.01578189991414547,None,186.24251000001095,None,191.22994809993543,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0035:0044,REACT,FoodPics\F4H\ritz.jpg,,,,,,,,,0,0,0,2,0,8,8,6,,,,,,,,,,,193.289432000136,None,201.23818719992414,206.20886120013893,None,None,0.01579929981380701,None,201.23818719992414,None,206.2425689001102,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0035:0044,REACT,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\meatballs.jpg,,,,,,,,,0,1,1,4,0,0,0,3,,,,,,,208.24397339997813,213.24841869994998,213.2316193000879,None,215.29225770011544,None,223.24004089995287,228.21067259996198,None,None,0.015681700315326452,None,223.24004089995287,None,228.2439210000448,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\cornbread.jpg,,,,,,,,,0,1,1,4,0,1,1,4,,,,,,,,,,,230.30253480002284,None,238.23556270007975,243.20631880010478,None,None,0.015779499895870686,None,238.23556270007975,None,243.24001009995118,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\sushi2.jpg,,,,,,,,,0,1,1,4,0,2,2,0,,,,,,,,,,,245.29769810009748,None,253.23158779996447,258.2023066000547,None,None,0.015803099842742085,None,253.23158779996447,None,258.2354606001172,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\croissants.jpg,,,,,,,,,0,1,1,4,0,3,3,1,,,,,,,,,,,260.29371890006587,None,268.24375190003775,273.2148128999397,None,None,0.015800900291651487,None,268.24375190003775,None,273.2314518999774,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\icecream2.jpg,,,,,,,,,0,1,1,4,0,4,4,5,,,,,,,,,,,275.28801969997585,None,283.23971450002864,288.2102753999643,None,None,0.0157105999533087,None,283.23971450002864,None,288.24371880013496,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\grapes.jpg,,,,,,,,,0,1,1,4,0,5,5,2,,,,,,,,,,,290.4693474001251,None,298.2350999999326,303.20617350004613,None,None,0.015773399965837598,None,298.2350999999326,None,303.2396525000222,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\turnovers.jpg,,,,,,,,,0,1,1,4,0,6,6,7,,,,,,,,,,,305.4562176000327,None,313.23100630007684,318.2018637000583,None,None,0.015776799991726875,None,313.23100630007684,None,318.2351903000381,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,FoodPics\F4H\muffins2.jpg,,,,,,,,,0,1,1,4,0,7,7,6,,,,,,,,,,,320.3003605999984,None,328.24358660005964,333.2142580000218,None,None,0.015797800151631236,None,328.24358660005964,None,333.2307979001198,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0055:0064,REGULATE,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\pretzelsticks.jpg,,,,,,,,,0,2,2,3,0,0,0,3,,,,,,,335.2326126000844,340.2368308000732,340.22011930006556,None,342.28569480008446,None,350.24510690011084,355.2158407999668,None,None,0.015619699843227863,None,350.24510690011084,None,355.23271410004236,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\cookies2.jpg,,,,,,,,,0,2,2,3,0,1,1,8,,,,,,,,,,,357.291545700049,None,365.2409111999441,370.2117507001385,None,None,0.015696899965405464,None,365.2409111999441,None,370.2450288999826,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\bread.jpg,,,,,,,,,0,2,2,3,0,2,2,6,,,,,,,,,,,372.28858870011754,None,380.2367763000075,385.20766620012,None,None,0.015703100245445967,None,380.2367763000075,None,385.2411166001111,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\watermelon.jpg,,,,,,,,,0,2,2,3,0,3,3,1,,,,,,,,,,,387.301163099939,None,395.2324554999359,400.20334820006974,None,None,0.01572440005838871,None,395.2324554999359,None,400.23689249996096,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\pineapple.jpg,,,,,,,,,0,2,2,3,0,4,4,2,,,,,,,,,,,402.29640580015257,None,410.24506670003757,415.2158303000033,None,None,0.01578530017286539,None,410.24506670003757,None,415.2326022000052,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\wafers.jpg,,,,,,,,,0,2,2,3,0,5,5,7,,,,,,,,,,,417.4705676001031,None,425.240933699999,430.2114928001538,None,None,0.015799500048160553,None,425.240933699999,None,430.2448227000423,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\sushi.jpg,,,,,,,,,0,2,2,3,0,6,6,0,,,,,,,,,,,432.3091021999717,None,440.23659220011905,445.207426100038,None,None,0.015763500006869435,None,440.23659220011905,None,445.24083549994975,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\candy.jpg,,,,,,,,,0,2,2,3,0,7,7,5,,,,,,,,,,,447.300770400092,None,455.2324391999282,460.20297070010565,None,None,0.01577310007996857,None,455.2324391999282,None,460.2362397001125,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,FoodPics\F4H\steak.jpg,,,,,,,,,0,2,2,3,0,8,8,4,,,,,,,,,,,462.2962716999464,None,470.2445487999357,475.2153141000308,None,None,0.015780300134792924,None,470.2445487999357,None,475.2320876000449,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REGULATE,0045:0054,REACT,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\chocolate2.jpg,,,,,,,,,0,3,3,0,0,0,0,1,,,,,,,477.2336401999928,482.23814640007913,482.2212819000706,None,484.28326039994135,None,492.2464505999815,497.2170691001229,None,None,0.01564910006709397,None,492.2464505999815,None,497.2336480000522,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\cookies.jpg,,,,,,,,,0,3,3,0,0,1,1,3,,,,,,,,,,,499.29284420004115,None,507.2422321001068,512.2129246001132,None,None,0.015743000200018287,None,507.2422321001068,None,512.2462504999712,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\chocolates.jpg,,,,,,,,,0,3,3,0,0,2,2,2,,,,,,,,,,,514.2902124000248,None,522.2380240000784,527.2090402001049,None,None,0.015724799828603864,None,522.2380240000784,None,527.2417866000906,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\donutes.jpg,,,,,,,,,0,3,3,0,0,3,3,5,,,,,,,,,,,529.3005045000464,None,537.2334706999827,542.204305900028,None,None,0.015634300420060754,None,537.2334706999827,None,542.2378189000301,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\cake.jpg,,,,,,,,,0,3,3,0,0,4,4,8,,,,,,,,,,,544.4817554999609,None,552.2460485999472,557.2168996001128,None,None,0.01570749981328845,None,552.2460485999472,None,557.2333877000492,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\donuts.jpg,,,,,,,,,0,3,3,0,0,5,5,7,,,,,,,,,,,559.2987933999393,None,567.2419052000623,572.2126836001407,None,None,0.01577060017734766,None,567.2419052000623,None,572.2457878999412,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\croissant.jpg,,,,,,,,,0,3,3,0,0,6,6,4,,,,,,,,,,,574.2887832000852,None,582.2375549001154,587.2084876000881,None,None,0.015091100241988897,None,582.2375549001154,None,587.2418903000653,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\cracker.jpg,,,,,,,,,0,3,3,0,0,7,7,6,,,,,,,,,,,589.4808195000514,None,597.233453999972,602.204381900141,None,None,0.01570970006287098,None,597.233453999972,None,602.2375831000973,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,FoodPics\F4H\empanadas.jpg,,,,,,,,,0,3,3,0,0,8,8,0,,,,,,,,,,,604.4587634000927,None,612.2460672000889,617.2166391001083,None,None,0.01567120011895895,None,612.2460672000889,None,617.2333764999639,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0015:0024,REGULATE,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\gummybears.jpg,,,,,,,,,0,4,4,1,0,0,0,4,,,,,,,619.2350211001467,624.2390420001466,624.2057548000012,None,626.2762271999381,None,634.2308078000788,639.2016358999535,None,None,0.015612500254064798,None,634.2308078000788,None,639.2348756000865,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\marshmallows.jpg,,,,,,,,,0,4,4,1,0,1,1,8,,,,,,,,,,,641.2944390000775,None,649.2434843999799,654.2140818000771,None,None,0.015800599940121174,None,649.2434843999799,None,654.2308265001047,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\fruittart.jpg,,,,,,,,,0,4,4,1,0,2,2,2,,,,,,,,,,,656.2903458001092,None,664.2390658999793,669.2097714999691,None,None,0.01577060017734766,None,664.2390658999793,None,669.243150100112,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\hamburgers.jpg,,,,,,,,,0,4,4,1,0,3,3,5,,,,,,,,,,,671.3031109999865,None,679.2348122999538,684.2054802000057,None,None,0.015781800029799342,None,679.2348122999538,None,684.2387058001477,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\fries.jpg,,,,,,,,,0,4,4,1,0,4,4,1,,,,,,,,,,,686.2988307999913,None,694.230681499932,699.2016287001316,None,None,0.015341500286012888,None,694.230681499932,None,699.2346818000078,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\doritos.jpg,,,,,,,,,0,4,4,1,0,5,5,0,,,,,,,,,,,701.2953089000657,None,709.2431934999768,714.2139690001495,None,None,0.015627299901098013,None,709.2431934999768,None,714.2305054001044,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\grapefruit.jpg,,,,,,,,,0,4,4,1,0,6,6,3,,,,,,,,,,,716.2908836000133,None,724.2388442000374,729.2096297000535,None,None,0.015770500293001533,None,724.2388442000374,None,729.2429669999983,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\kitkat.jpg,,,,,,,,,0,4,4,1,0,7,7,7,,,,,,,,,,,731.3030274999328,None,739.234654000029,744.2059408000205,None,None,0.015790699748322368,None,739.234654000029,None,744.2386704999954,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,FoodPics\F4H\icecream.jpg,,,,,,,,,0,4,4,1,0,8,8,6,,,,,,,,,,,746.2992521999404,None,754.2304833000526,759.2012321001384,None,None,0.015797800151631236,None,754.2304833000526,None,759.234566600062,None,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
REACT,0025:0034,REGULATE,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_12_1539,FoodRegPavlovia,3.2.4,59.96476471518713,
