practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture1,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.998824900016189,None,space,4.298143799882382,6.998824900016189,None,,,,,,,1,001,2019_Dec_12_1108,FoodRegPavlovia,3.2.4,60.06969287086015,
,,,,,,,,,,,,,,,,,,,11.358643700135872,16.3609887000639,16.3609887000639,None,18.410207899985835,None,,,,,,,
