practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture1,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,9.19417649996467,None,space,18.009060999844223,9.19417649996467,None,,,,,,,,,,,,,,,1,001,2019_Dec_12_1109,FoodRegPavlovia,3.2.4,60.075178048797525,
,,,,,,,,,,,,,,,,,,,27.256535299820825,32.25631650001742,32.25631650001742,None,34.30580319999717,None,42.26428779982962,None,None,None,0.014506469713523984,None,42.26428779982962,None,,,,,,,
