CueType,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_3.started,text_3.stopped,text_2.started,text_2.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,21.62739589996636,None,space,1.4621423000935465,21.62739589996636,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0010:0015,REGULATE,FoodPics\F4H\breadtwists.jpg,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,23.14809609996155,28.14777549984865,28.14777549984865,None,30.31940839998424,None,38.1673404998146,None,2,3.191,0.004189280094578862,None,38.1673404998146,None,43.127036300022155,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0010:0015,REGULATE,FoodPics\F4H\banana.jpg,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,45.20583039987832,None,53.11873959982768,58.10613109986298,None,None,0.012909560231491923,None,53.11873959982768,None,58.12281269999221,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0010:0015,REGULATE,FoodPics\F4H\bagels.jpg,0,0,0,0,0,2,2,0,,,,,,,,,,,,,,,,,,,60.21637069992721,None,68.13075959985144,73.1019907000009,None,None,0.015772460028529167,None,68.13075959985144,None,73.11862530000508,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0010:0015,REGULATE,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.12028809986077,None,space,13.585090700071305,75.12028809986077,None,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\cakes.jpg,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,88.74496409995481,93.7523380999919,93.73588609998114,None,95.80031069996767,None,103.74398989998735,108.71470559993759,None,None,0.015675660222768784,None,103.74398989998735,None,108.7480421999935,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\cheese.jpg,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,110.85276459995657,None,118.73973979987204,123.71055889991112,None,None,0.01568496017716825,None,118.73973979987204,None,123.74388389987871,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\brownies2.jpg,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,125.83716819994152,None,133.735513899941,138.70631029992364,None,None,0.015672860201448202,None,133.735513899941,None,138.73964929999784,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\cheesepuffs.jpg,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,140.82838289998472,None,148.7479570999276,153.7188927999232,None,None,0.015734760090708733,None,148.7479570999276,None,153.7355543000158,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\chickenkebab.jpg,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,155.8088221999351,None,163.74391929991543,168.71435759984888,None,None,0.01574075990356505,None,163.74391929991543,None,168.748023299966,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\chocballs.jpg,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,171.2739701999817,None,178.73934279987589,183.7103071999736,None,None,0.01568216015584767,None,178.73934279987589,None,183.74352469993755,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\chickennuggs.jpg,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,185.8223069999367,None,193.75205909996293,198.72256679995917,None,None,0.01567706000059843,None,193.75205909996293,None,198.73953929985873,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\chips.jpg,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,200.80530239990912,None,208.7477738999296,213.71860309992917,None,None,0.01574896019883454,None,208.7477738999296,None,213.7352807999123,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\chips2.jpg,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,215.79736969992518,None,223.74354689987376,228.71415349980816,None,None,0.015717559959739447,None,223.74354689987376,None,228.74750599986874,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,FoodPics\F4H\chips3.jpg,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,230.81123639992438,None,238.73945669992827,243.70991169987246,None,None,0.01541035994887352,None,238.73945669992827,None,243.74327420000918,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REGULATE,004:0014,REACT,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\chocolate1.jpg,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,245.7450295998715,250.7491280999966,250.73237039986998,None,252.80041559995152,None,260.741055799881,265.7114336998202,None,None,0.015656759962439537,None,260.741055799881,None,265.74512769980356,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\empanadas.jpg,,,,,,,,,0,1,1,1,0,1,1,1,,,,,,,,,,,268.18505720002577,None,275.7388216999825,280.707373799989,None,None,0.015211460180580616,None,275.7388216999825,None,280.741044400027,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\chocolate2.jpg,,,,,,,,,0,1,1,1,0,2,2,2,,,,,,,,,,,282.81060700002126,None,290.74916879995726,295.7200670999009,None,None,0.015737459994852543,None,290.74916879995726,None,295.7365960997995,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\chocolates.jpg,,,,,,,,,0,1,1,1,0,3,3,3,,,,,,,,,,,297.80080239987,None,305.7447291999124,310.7158511998132,None,None,0.015711660031229258,None,305.7447291999124,None,310.7493098999839,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\cookies.jpg,,,,,,,,,0,1,1,1,0,4,4,4,,,,,,,,,,,312.80921659991145,None,320.7409127999563,325.7112346999347,None,None,0.015570659888908267,None,320.7409127999563,None,325.74483669991605,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\croissant.jpg,,,,,,,,,0,1,1,1,0,5,5,5,,,,,,,,,,,327.80460279993713,None,335.73648889991455,340.7070001999382,None,None,0.015730260172858834,None,335.73648889991455,None,340.74066989985295,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\donutes.jpg,,,,,,,,,0,1,1,1,0,6,6,6,,,,,,,,,,,342.8010181998834,None,350.7489491000306,355.71975069982,None,None,0.015750660095363855,None,350.7489491000306,None,355.7363712999504,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\cracker.jpg,,,,,,,,,0,1,1,1,0,7,7,7,,,,,,,,,,,357.9914189998526,None,365.7446163999848,370.71550049982034,None,None,0.01575586013495922,None,365.7446163999848,None,370.74888959992677,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\donuts.jpg,,,,,,,,,0,1,1,1,0,8,8,8,,,,,,,,,,,372.8152263998054,None,380.74043320002966,385.71100719994865,None,None,0.015762560069561005,None,380.74043320002966,None,385.7445284000132,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,FoodPics\F4H\cake.jpg,,,,,,,,,0,1,1,1,0,9,9,9,,,,,,,,,,,388.1423040998634,None,395.73627029987983,400.7068782998249,None,None,0.015731960302218795,None,395.73627029987983,None,400.7403871999122,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0014:0024,REGULATE,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0024:0034,REGULATE,FoodPics\F4H\donuts2.jpg,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,402.7420107999351,407.74603479984216,407.7126871999353,None,409.7899764999747,None,417.73787850001827,422.70858659991063,None,None,0.01562945987097919,None,417.73787850001827,None,422.74177179997787,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
REACT,0024:0034,REGULATE,FoodPics\F4H\doritos.jpg,,,,,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,424.80252699996345,None,432.75038869981654,437.7210307000205,None,None,0.015738760121166706,None,432.75038869981654,None,437.73738049995154,None,,,,,,,1,001,2019_Dec_13_1012,FoodRegPavlovia,3.2.4,59.948659939604404,
