practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,6.604297500103712,None,space,0.9651116002351046,6.604297500103712,None,,,,,,,1,001,2019_Dec_17_1441,FoodRegPavlovia,3.2.4,60.00560438450026,
,,,,,,,,,,,,,,,,,,7.629008200019598,10.628404499962926,10.628404499962926,None,12.688135999720544,None,,,,,,,
